Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
54631,I am a developer by profession,Yes,24.0,17,,,,Indonesia,,,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;Oracle,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;Educator;Engineer, data;Engineer, site reliability;System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Southeast Asian,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",,"I’m not actively looking, but I am open to new opportunities",Dart;Kotlin;Python;Ruby;TypeScript;VBA,HTML/CSS;Java;JavaScript;PHP;SQL,.NET;.NET Core;Ansible;Apache Spark;Chef;Cordova;Flutter;Hadoop;Keras;Pandas;Puppet;TensorFlow;Teraform;Torch/PyTorch;Unity 3D;Unreal Engine;Xamarin,Node.js;React Native,Confluence;Jira;Gitlab;Facebook Workplace;Slack;Microsoft Teams;Microsoft Azure;Trello,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,Critically important,,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",,Yes,,No,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow,Linux-based,,Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Android;Linux;MacOS;Windows;WordPress,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",Angular.js;ASP.NET;ASP.NET Core;Ruby on Rails;Spring;Symfony,Angular;Django;Drupal;Express;Flask;Gatsby;jQuery;Laravel;React.js;Vue.js,Not applicable - I did not use Stack Overflow last year,,7,
54678,I am a developer by profession,Yes,19.0,16,Monthly,2500000.0,2196.0,Indonesia,Indonesian rupiah,IDR,Firebase;MongoDB;Redis,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",,Employed full-time,East Asian,Man,Financial performance or funding status of the company or organization;How widely used or impactful my work output would be;Family friendliness,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",C;C#;C++;Dart;Go;Kotlin;Objective-C;Python;Ruby;Swift;TypeScript,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Flutter;Puppet;TensorFlow,.NET;Node.js,Stack Overflow for Teams,Github;Gitlab;Trello,Yes,Extremely important,Critically important,Just because;Better compensation;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",,Not sure,Yes,Yes,Often: 1-2 days per week or more,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow Talent (for hiring companies/recruiters);Stack Overflow Advertising (for technology companies),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,20 to 99 employees,Android;Arduino;iOS;Kubernetes;Raspberry Pi,AWS;Linux;Windows,I have little or no influence,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",Angular;Angular.js;ASP.NET;ASP.NET Core;Ruby on Rails,Django;Express;Flask;jQuery;Laravel;React.js;Spring;Vue.js,Just as welcome now as I felt last year,48.0,4,1
54835,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,Younger than 5 years,Weekly,,,Indonesia,United Arab Emirates dirham,AED,DynamoDB;Redis,IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,,I never completed any formal education,,Hispanic or Latino/a/x;White or of European descent,Man,Specific department or team I’d be working on;Remote work options;Financial performance or funding status of the company or organization,,I am not interested in new job opportunities,,,,,,"Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Yes,Not at all important,,Just because;Trouble with my teammates,"Read company media, such as employee blogs or company culture videos",,,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,,"Hello, old friend",Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Panic,Windows,20 to 99 employees,Google Cloud Platform;Windows,Google Cloud Platform,I have little or no influence,Gay or Lesbian;Straight / Heterosexual,,,,,Easy,Appropriate in length,,,ASP.NET Core;Symfony,Vue.js,,,Less than 1 year,1
54958,I code primarily as a hobby,Yes,21.0,21,,,,Indonesia,,,MySQL,,Senior executive/VP,"Associate degree (A.A., A.S., etc.)",Employed full-time,Southeast Asian,Woman,,,,Python,,.NET;Torch/PyTorch,,Github;Microsoft Teams;Microsoft Azure;Stack Overflow for Teams,,,,Fairly important,,,Every few months,,,No,,Start a free trial;Research companies that have emailed me,"Hello, old friend",Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Microsoft Azure;Windows,,,Straight / Heterosexual,,,,,Neither easy nor difficult,Appropriate in length,No,"A business discipline (such as accounting, finance, marketing, etc.)",Laravel;Ruby on Rails,,,,Less than 1 year,
54965,I am a developer by profession,Yes,,18,Monthly,7000000.0,6144.0,Indonesia,Indonesian rupiah,IDR,PostgreSQL,MySQL;PostgreSQL;SQLite,"Academic researcher;Developer, back-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",,Python,Flutter,,Github;Slack,Github;Slack,Not sure,Neutral,Fairly important,Curious about other opportunities;Better compensation;Trouble with my direct manager;Better work/life balance;Looking to relocate,"Read company media, such as employee blogs or company culture videos",Once every few years,No,No,No,Never,,Indifferent,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,Windows,20 to 99 employees,Linux;Windows,Linux;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django,Django,Just as welcome now as I felt last year,35.0,7,3
55028,I code primarily as a hobby,Yes,20.0,15,,,,Indonesia,,,,,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work",Southeast Asian,Man,,,,,,,,,,,,Critically important,,,Once a year,Yes,,Yes,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,Windows,,,,,,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,,,,Just as welcome now as I felt last year,,5,
55209,I am a student who is learning to code,No,17.0,15,,,,Indonesia,,,MySQL,MySQL;Oracle,,Primary/elementary school,Student,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be",,"I’m not actively looking, but I am open to new opportunities",Assembly;C;C#;Go;PHP;Python;Ruby;SQL;Swift,C++;HTML/CSS;Java;PHP;SQL,Node.js;React Native;Unity 3D;Unreal Engine,,,,,,,,,Once a year,Not sure,,No,,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,,Android;Windows,Android;Arduino;Windows,,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,,Angular;jQuery;Laravel,,Not applicable - I did not use Stack Overflow last year,,2,
55331,I am a developer by profession,No,25.0,10,Monthly,,,Indonesia,Indonesian rupiah,IDR,Elasticsearch;Firebase,,"Developer, back-end;Developer, front-end;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Woman,Financial performance or funding status of the company or organization;Office environment or company culture;Opportunities for professional development,Slightly dissatisfied,I am actively looking for a job,Swift,HTML/CSS;Java;JavaScript;Perl;SQL;Swift,Hadoop,React Native;Unity 3D,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Very important,Just because;Curious about other opportunities;Better compensation;Looking to relocate,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,Yes,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow,MacOS,"1,000 to 4,999 employees",iOS;Slack Apps and Integrations,Android;iOS,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,"No, not really",,Multiple times per day,Neither easy nor difficult,Too long,No,"Information systems, information technology, or system administration",,Angular;Angular.js;React.js;Vue.js,Just as welcome now as I felt last year,,8,4
55402,I am a developer by profession,Yes,20.0,15,Monthly,6000000.0,5268.0,Indonesia,Indonesian rupiah,IDR,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,"Developer, front-end;Developer, mobile",I never completed any formal education,Employed full-time,South Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;JavaScript;Kotlin;Swift,HTML/CSS;Java;JavaScript;Kotlin;PHP;Swift,Flutter;Node.js;React Native,Cordova;Node.js;React Native;Unity 3D,"Github;Gitlab;Google Suite (Docs, Meet, etc)","Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,,Just because;Curious about other opportunities;Better compensation,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,Not sure,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Do other work and come back later,MacOS,20 to 99 employees,Android;Google Cloud Platform;Heroku;iOS;Slack Apps and Integrations,Android;Google Cloud Platform;Heroku;iOS;Slack Apps and Integrations;WordPress,I have some influence,,Yes,"Yes, definitely",Daily or almost daily,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,,Express;React.js,Express;jQuery;React.js,A lot more welcome now than last year,42.0,5,2
55445,I am a developer by profession,No,21.0,16,,,,Indonesia,,,Elasticsearch;MongoDB;PostgreSQL,MySQL;PostgreSQL,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",,"I’m not actively looking, but I am open to new opportunities",Rust;TypeScript,HTML/CSS;JavaScript;PHP;TypeScript,Node.js,Node.js;React Native,Jira;Github;Slack;Trello,Github;Gitlab;Trello,,,,Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,No,,Yes,,Start a free trial;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Panic,Windows,,Docker;Google Cloud Platform;Kubernetes;Linux,Linux,,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Too long,No,,Express;Gatsby;React.js;Vue.js,Express;jQuery;Laravel;Vue.js,Just as welcome now as I felt last year,,5,
55467,I code primarily as a hobby,Yes,18.0,6,,,,Indonesia,,,,MySQL,,Some college/university study without earning a degree,Student,Southeast Asian,Man,,,,JavaScript,HTML/CSS;Java;PHP;SQL,.NET;.NET Core;Cordova;Flutter;React Native;Torch/PyTorch;Unity 3D;Xamarin,,"Jira;Facebook Workplace;Google Suite (Docs, Meet, etc)","Github;Gitlab;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,,,,Every few months,Yes,,Yes,,Start a free trial;Ask developers I know/work with,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity,Windows,,Android;Arduino,Google Cloud Platform;Linux;Microsoft Azure;Windows;WordPress,,,Yes,"No, not at all",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,Web development or web design,Angular;Angular.js;ASP.NET;ASP.NET Core;Django;Drupal;Express;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Spring;Symfony;Vue.js,jQuery,Somewhat more welcome now than last year,,4,
